filename,contrast,exposure,scale,variance,border_variance,average_motion_x,average_motion_y,t_variance,t_border_variance,t_average_motion_x,t_average_motion_y,orb_variance,orb_border_variance,orb_average_motion_x,orb_average_motion_y,movement
LeDoulos_V1-0438,64.847,62.471,CLOSE-UP,27.42,0.058,-0.126,0.133,27.42,0.058,-0.126,0.133,10989.463,,0.004,0.014,STATIC
LeDoulos_V1-0439,66.7,47.699,MEDIUM CLOSE-UP,79.782,18.08,-4.154,-0.418,79.782,18.08,-4.154,-0.418,369781.375,,-3.075,0.448,"PAN, TILT"
LeDoulos_V1-0440,65.885,72.088,MEDIUM LONG SHOT,,,,,,,,,16305432.0,,-3.368,2.907,"HANDHELD, PAN, TILT"
LeDoulos_V1-0441,63.995,72.131,MEDIUM CLOSE-UP,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,35865.613,,0.113,0.026,STATIC
LeDoulos_V1-0442,46.063,47.33,MEDIUM LONG SHOT,0.373,0.303,0.227,0.004,0.353,1.393,0.014,0.003,0.832,,0.183,-0.01,STATIC
LeDoulos_V1-0443,65.548,75.56,MEDIUM CLOSE-UP,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,65408.227,,0.032,0.042,STATIC
LeDoulos_V1-0444,48.141,46.372,MEDIUM CLOSE-UP,2.656,3.162,0.064,0.03,4.871,3.223,0.09,-0.029,30751.191,,0.162,0.092,STATIC
LeDoulos_V1-0445,65.579,75.493,MEDIUM CLOSE-UP,0.0,0.0,0.003,0.0,0.0,0.0,0.003,0.0,859099.625,,0.245,-0.06,STATIC
LeDoulos_V1-0446,59.417,37.714,MEDIUM LONG SHOT,20.312,,1.99,1.141,39.919,,0.386,-0.204,10317.825,,1.877,1.215,STATIC
LeDoulos_V1-0447,,,,,,,,,,,,,,,,
LeDoulos_V1-0448,36.29,92.189,UNKNOWN,0.006,0.006,0.048,-0.03,0.006,0.006,0.048,-0.03,1417.639,,-1.805,0.499,STATIC
LeDoulos_V1-0452,36.629,77.686,UNKNOWN,,,,,,,,,,,,,
LeDoulos_V1-0453,64.512,108.386,MEDIUM LONG SHOT,749.329,16.29,-1.844,-2.814,749.329,16.29,-1.844,-2.814,2191546.25,,-0.901,-0.198,"PAN, TILT"
LeDoulos_V1-0454,43.639,40.583,MEDIUM LONG SHOT,,,,,,,,,,,,,
LeDoulos_V1-0455,41.784,46.762,MEDIUM CLOSE-UP,428.723,,-1.189,-1.4,292901.781,,-9.085,-0.322,3720113.25,,3.893,1.27,STATIC
LeDoulos_V1-0456,50.346,66.525,MEDIUM LONG SHOT,,,,,,,,,4910056.5,,6.0,-0.324,", PAN, TILT"
LeDoulos_V1-0457,59.943,57.132,LONG SHOT,353.622,,-6.152,4.3,410.713,,1.453,-0.395,76159.188,,-5.308,3.277,STATIC
LeDoulos_V1-0458,74.955,82.797,MEDIUM LONG SHOT,0.371,0.001,0.014,0.009,0.026,0.131,0.001,-0.0,1.086,,0.011,0.007,STATIC
LeDoulos_V1-0459,50.08,46.554,MEDIUM LONG SHOT,1315.044,,-2.327,0.596,33713.398,,-0.074,0.628,30283294.0,,-1.75,-0.104,STATIC
LeDoulos_V1-0460,50.72,62.801,MEDIUM LONG SHOT,,,,,,,,,12396048.0,,1.539,-0.473,"HANDHELD, PAN, TILT"
LeDoulos_V1-0461,51.332,44.986,LONG SHOT,,,,,,,,,4894905.0,,-0.229,-0.089,", PAN"
LeDoulos_V1-0462,51.147,54.634,MEDIUM LONG SHOT,,,,,,,,,15554813.0,,-0.171,3.846,"HANDHELD, TILT"
LeDoulos_V1-0463,47.916,38.543,MEDIUM LONG SHOT,955.297,0.169,-1.872,0.43,1105.588,1180.826,-3.605,-0.739,58577.93,,0.739,0.345,STATIC
LeDoulos_V1-0464,57.099,71.167,MEDIUM LONG SHOT,,,,,,,,,22074736.0,,-1.058,1.996,"HANDHELD, PAN, TILT"
LeDoulos_V1-0465,50.11,56.671,UNKNOWN,,,,,,,,,,,,,
LeDoulos_V1-0466,60.594,107.306,MEDIUM LONG SHOT,,,,,,,,,44247.086,,-1.918,-0.01,", PAN"
LeDoulos_V1-0467,56.434,80.544,MEDIUM CLOSE-UP,51.988,,0.29,0.395,51.973,,-0.008,-0.001,1507504.5,,0.187,0.336,STATIC
LeDoulos_V1-0468,52.599,57.365,MEDIUM LONG SHOT,0.201,,0.033,0.044,0.201,,0.033,0.044,580167.562,,0.05,0.052,STATIC
LeDoulos_V1-0469,67.149,69.01,MEDIUM LONG SHOT,,,,,,,,,5950697.5,,0.006,0.169,
LeDoulos_V1-0470,40.083,70.235,MEDIUM CLOSE-UP,0.404,0.32,0.02,0.146,0.858,0.977,0.044,0.019,8117636.5,,-0.057,0.015,STATIC
LeDoulos_V1-0471,48.136,44.361,MEDIUM LONG SHOT,50.827,,0.231,-0.436,291.478,,0.291,-0.125,1370959.625,,0.227,-0.546,STATIC
LeDoulos_V1-0472,42.797,69.445,MEDIUM CLOSE-UP,15.112,,-0.019,0.037,32.551,,0.125,0.061,2265960.75,,0.026,-0.052,STATIC
LeDoulos_V1-0473,56.104,59.874,MEDIUM CLOSE-UP,22.496,,-0.544,0.08,41.052,,-0.046,0.145,3106194.5,,-0.485,0.143,STATIC
LeDoulos_V1-0474,58.028,60.695,MEDIUM LONG SHOT,2.124,,0.008,0.066,1.847,,-0.041,-0.01,3560006.5,,0.006,0.099,STATIC
LeDoulos_V1-0475,52.527,85.312,MEDIUM LONG SHOT,1.477,,0.168,-0.162,1.184,,0.021,0.003,15123.919,,0.042,-0.094,STATIC
LeDoulos_V1-0476,49.481,63.71,MEDIUM LONG SHOT,83.138,,0.054,0.075,85.125,,-0.022,0.033,2083962.625,,0.032,0.049,STATIC
LeDoulos_V1-0477,17.603,15.301,EXTREME LONG SHOT,,,,,,,,,5230914.0,,0.809,-0.142,", PAN"
LeDoulos_V1-0478,43.611,64.489,MEDIUM CLOSE-UP,50.948,,-0.106,-0.117,261.054,,-0.602,0.258,6394963.5,,-0.251,-0.301,STATIC
LeDoulos_V1-0479,36.385,36.789,MEDIUM LONG SHOT,28.77,,-0.022,0.114,28.247,,-0.015,-0.005,916817.625,,0.323,0.306,STATIC
LeDoulos_V1-0480,46.661,61.777,MEDIUM LONG SHOT,0.208,,-0.005,-0.011,0.083,,-0.002,-0.002,2045430.875,,-0.006,0.006,STATIC
LeDoulos_V1-0481,59.98,72.743,MEDIUM CLOSE-UP,1.569,0.146,0.042,0.024,1.392,0.018,0.005,0.001,1823061.75,,0.032,-0.013,STATIC
LeDoulos_V1-0482,54.269,61.978,LONG SHOT,6.566,,-0.098,-0.018,6.623,,-0.065,0.015,3364361.75,,-0.063,-0.075,STATIC
LeDoulos_V1-0483,53.917,72.142,MEDIUM LONG SHOT,2.432,,0.249,0.037,2.424,,0.074,0.035,383.239,,0.054,-0.08,STATIC
LeDoulos_V1-0484,52.677,63.748,LONG SHOT,32.24,1.453,-0.518,0.168,32.568,1.457,-0.506,0.165,4234272.0,,-0.085,0.01,STATIC
LeDoulos_V1-0485,55.023,90.425,CLOSE-UP,13.875,0.0,-0.042,0.395,13.875,0.0,-0.042,0.395,24928.012,,0.01,-0.035,STATIC
LeDoulos_V1-0486,49.219,68.171,MEDIUM CLOSE-UP,174.076,,0.265,0.212,170.307,,0.425,0.277,1912649.0,,0.21,0.095,STATIC
LeDoulos_V1-0487,48.556,82.373,UNKNOWN,124.938,,1.219,0.239,1091.267,,-0.063,0.002,132005960.0,,14.668,0.511,STATIC
LeDoulos_V1-0488,71.491,80.802,UNKNOWN,1634.021,,-2.446,2.787,2518.706,,1.302,-0.059,110067920.0,,0.021,0.718,STATIC
LeDoulos_V1-0489,42.344,111.886,MEDIUM LONG SHOT,,,,,,,,,32677858.0,,-1.901,0.198,"HANDHELD, PAN"
LeDoulos_V1-0490,49.249,86.846,UNKNOWN,33.727,,-0.163,-1.912,6728.319,,3.139,0.24,5624297.0,,-0.955,-0.708,STATIC
LeDoulos_V1-0491,65.974,79.183,MEDIUM LONG SHOT,7.058,,0.321,0.145,7.058,,0.321,0.145,10392687.0,,0.348,0.258,STATIC
LeDoulos_V1-0492,50.539,85.752,MEDIUM LONG SHOT,,,,,,,,,5711682.0,,13.749,0.72,", PAN, TILT"
LeDoulos_V1-0493,58.514,56.247,MEDIUM LONG SHOT,289.385,,0.585,-0.211,2562.151,,0.98,1.43,1151666.25,,-0.007,0.044,STATIC
LeDoulos_V1-0494,58.057,70.327,MEDIUM CLOSE-UP,2.9,0.323,-0.063,0.003,2.777,0.232,-0.005,-0.0,1726611.125,,-0.079,0.051,STATIC
LeDoulos_V1-0495,39.014,64.198,MEDIUM CLOSE-UP,1.564,0.423,0.111,0.232,1.719,1.054,-0.051,-0.109,46260.176,,0.075,0.194,STATIC
LeDoulos_V1-0496,56.755,68.296,MEDIUM CLOSE-UP,0.575,0.154,-0.013,0.007,0.47,0.015,0.009,0.014,1787834.625,,-0.025,0.0,STATIC
LeDoulos_V1-0497,38.801,64.79,MEDIUM CLOSE-UP,1.094,,0.006,-0.006,1.576,,-0.018,0.001,10957.66,,0.009,0.03,STATIC
LeDoulos_V1-0498,55.981,69.594,MEDIUM CLOSE-UP,1.722,0.309,-0.011,-0.015,1.583,0.365,0.0,0.0,1430028.875,,-0.011,-0.048,STATIC
LeDoulos_V1-0499,37.655,62.636,MEDIUM CLOSE-UP,3.35,,0.046,0.057,2.678,,-0.028,0.005,91424.812,,0.057,0.054,STATIC
LeDoulos_V1-0500,57.215,71.692,MEDIUM CLOSE-UP,2.347,0.209,-0.138,0.066,2.078,0.023,-0.009,-0.006,1780702.375,,-0.104,-0.056,STATIC
LeDoulos_V1-0501,38.135,62.026,MEDIUM CLOSE-UP,7.575,0.241,0.636,0.463,6.978,12.003,0.006,0.328,26.095,,0.474,0.078,STATIC
LeDoulos_V1-0502,49.283,56.299,MEDIUM LONG SHOT,104.213,24.844,-0.15,0.001,104.045,26.237,-0.043,-0.045,343945.812,,-0.116,0.038,
LeDoulos_V1-0503,49.962,70.497,MEDIUM CLOSE-UP,6.304,0.141,0.011,0.092,6.638,0.072,-0.007,-0.019,9010523.0,,0.004,-0.174,STATIC
LeDoulos_V1-0504,47.606,54.846,MEDIUM LONG SHOT,8.511,15.604,0.149,0.025,15.713,47.169,-0.049,-0.098,540789.938,,0.058,-0.048,
LeDoulos_V1-0505,47.34,70.891,MEDIUM CLOSE-UP,17.725,,0.183,0.699,21.764,,-0.046,-0.226,7440490.5,,0.17,0.709,STATIC
LeDoulos_V1-0506,56.371,69.762,MEDIUM CLOSE-UP,35.604,0.233,-0.108,-0.001,36.344,1.928,-0.096,-0.004,1660960.5,,0.008,-0.08,STATIC
LeDoulos_V1-0507,43.881,60.948,MEDIUM CLOSE-UP,2.863,0.072,0.091,0.19,3.249,0.019,0.051,0.162,19346.629,,0.067,0.167,STATIC
LeDoulos_V1-0508,49.668,61.545,MEDIUM LONG SHOT,,,,,,,,,,,,,
LeDoulos_V1-0509,41.264,61.718,MEDIUM CLOSE-UP,0.381,0.122,0.032,0.108,2.09,0.007,0.031,0.005,23467.055,,0.04,0.057,STATIC
LeDoulos_V1-0510,40.25,49.253,MEDIUM CLOSE-UP,7155.072,,5.897,0.514,8487.413,,0.463,-0.823,7611526.5,,2.369,1.329,STATIC
LeDoulos_V1-0511,57.856,71.714,MEDIUM LONG SHOT,100.274,,1.588,-0.362,101.131,,1.533,-0.263,17993274.0,,0.183,-0.038,STATIC
LeDoulos_V1-0512,55.913,63.906,MEDIUM LONG SHOT,98.638,,-3.747,0.356,113.26,,0.395,-0.055,6397018.0,,-7.428,0.493,STATIC
LeDoulos_V1-0513,73.433,81.901,MEDIUM LONG SHOT,2.66,0.099,-0.006,0.022,2.718,0.361,-0.014,0.015,564678.625,,-0.049,0.003,STATIC
LeDoulos_V1-0514,51.568,65.373,MEDIUM CLOSE-UP,327.172,,-0.79,-0.663,6984.319,,-0.562,0.571,3806312.25,,0.088,-0.327,STATIC
LeDoulos_V1-0515,55.854,113.304,UNKNOWN,,,,,,,,,3731738.75,,3.535,2.275,", PAN, TILT"
LeDoulos_V1-0516,61.381,56.717,UNKNOWN,,,,,,,,,1280421.25,,0.659,-0.114,", PAN"
LeDoulos_V1-0517,70.574,80.031,EXTREME LONG SHOT,38.555,0.092,-0.244,-0.055,46.507,7.052,-0.572,-0.246,1609039.0,,-0.014,0.073,STATIC
LeDoulos_V1-0518,46.462,54.912,MEDIUM CLOSE-UP,78.779,45.215,0.363,-0.148,78.002,45.23,-0.124,-0.128,1208949.0,,0.323,-0.065,PAN
LeDoulos_V1-0519,68.594,82.743,MEDIUM LONG SHOT,0.132,0.132,0.038,-0.013,0.132,0.132,0.038,-0.013,470300.656,,0.149,-0.004,STATIC
LeDoulos_V1-0520,53.361,57.42,LONG SHOT,42.722,,0.589,-1.583,53.036,,0.612,-0.236,1757448.5,,-0.959,-1.166,STATIC
LeDoulos_V1-0521,68.441,79.269,MEDIUM LONG SHOT,0.992,0.149,0.058,-0.016,0.935,0.025,-0.046,-0.013,1410901.75,,0.064,0.025,STATIC
LeDoulos_V1-0522,69.439,61.947,MEDIUM LONG SHOT,144.791,,0.118,0.337,12128.481,,-1.045,0.044,10791757.0,,-0.076,0.245,STATIC
LeDoulos_V1-0523,52.499,62.243,MEDIUM LONG SHOT,238.952,,2.881,-2.303,18550.443,,6.927,2.188,58406456.0,,3.12,-0.935,STATIC
LeDoulos_V1-0524,53.433,79.086,CLOSE-UP,111.118,,0.755,0.922,101.62,,-0.386,-0.155,156596.75,,0.151,0.442,STATIC
LeDoulos_V1-0525,56.534,68.409,MEDIUM LONG SHOT,63.205,73.566,-0.146,0.109,62.778,77.038,-0.097,0.006,1613634.375,,-0.137,0.087,
LeDoulos_V1-0526,63.012,69.847,MEDIUM LONG SHOT,0.219,0.227,0.013,0.036,0.106,0.075,0.0,-0.001,126137.984,,0.039,0.041,STATIC
LeDoulos_V1-0527,52.332,58.783,MEDIUM LONG SHOT,0.764,0.565,0.266,-0.025,0.328,0.153,-0.018,-0.001,2671931.0,,0.233,-0.017,STATIC
LeDoulos_V1-0528,57.603,71.896,MEDIUM LONG SHOT,3483.019,39.534,-4.212,-9.199,3519.127,56.511,-4.294,-9.196,807316.5,,-0.153,-0.111,"PAN, TILT"
LeDoulos_V1-0529,52.435,57.823,MEDIUM LONG SHOT,0.704,0.087,0.042,-0.007,0.538,0.08,0.001,0.008,2441176.75,,0.039,-0.009,STATIC
LeDoulos_V1-0530,56.604,75.304,MEDIUM CLOSE-UP,0.384,0.256,0.201,-0.068,0.384,0.256,0.201,-0.068,776882.312,,0.255,-0.12,STATIC
LeDoulos_V1-0531,57.266,60.671,MEDIUM LONG SHOT,,,,,,,,,22193068.0,,-1.9,0.133,"HANDHELD, PAN"
LeDoulos_V1-0532,62.633,57.525,CLOSE-UP,19.442,12.67,0.372,0.466,19.529,13.39,0.024,0.021,33951224.0,,0.244,0.707,STATIC
LeDoulos_V1-0533,76.799,140.941,UNKNOWN,461.951,,4.133,-2.888,468.436,,3.209,-3.198,704630336.0,,5.099,-5.364,STATIC
LeDoulos_V1-0534,49.625,45.654,LONG SHOT,18.688,0.457,0.168,-0.021,18.503,0.507,0.081,-0.017,123965824.0,,0.051,-0.461,STATIC
LeDoulos_V1-0535,48.704,52.017,MEDIUM CLOSE-UP,,,,,,,,,154198.953,,2.687,-0.772,", PAN, TILT"
LeDoulos_V1-0536,63.418,59.711,MEDIUM LONG SHOT,530.341,,-0.352,-0.171,534.697,,-0.375,-0.18,2889855.5,,0.039,0.014,STATIC
LeDoulos_V1-0537,51.407,80.458,UNKNOWN,,,,,,,,,160952256.0,,0.09,0.071,HANDHELD
LeDoulos_V1-0538,13.376,10.421,UNKNOWN,,,,,,,,,47722336.0,,-0.132,0.046,HANDHELD
LeDoulos_V1-0539,54.823,77.35,UNKNOWN,106.437,,0.331,0.066,349134.219,,-1.522,-11.415,79257352.0,,0.1,0.406,STATIC
LeDoulos_V1-0540,63.889,62.854,MEDIUM LONG SHOT,33.311,,1.985,0.082,422.136,,-0.38,-0.493,16338647.0,,0.672,-0.594,STATIC
LeDoulos_V1-0541,57.196,66.883,MEDIUM CLOSE-UP,0.055,0.055,-0.013,0.0,0.055,0.055,-0.013,0.0,38920.613,,-0.064,0.032,STATIC
LeDoulos_V1-0542,61.306,64.263,MEDIUM LONG SHOT,4.605,0.0,0.052,-0.022,4.605,0.0,0.052,-0.022,3269410.5,,0.014,-0.007,STATIC
LeDoulos_V1-0543,57.005,66.844,MEDIUM CLOSE-UP,0.24,0.159,-0.069,0.018,0.058,0.047,0.005,0.003,6311.017,,-0.146,0.115,STATIC
LeDoulos_V1-0544,60.805,63.897,MEDIUM LONG SHOT,1.543,0.052,0.031,-0.023,1.588,0.462,-0.003,0.004,906700.688,,0.053,-0.031,STATIC
LeDoulos_V1-0545,50.423,55.822,MEDIUM LONG SHOT,,,,,,,,,,,,,
LeDoulos_V1-0546,67.403,113.856,UNKNOWN,140.215,0.051,0.039,0.229,145.52,14.706,0.037,0.246,52922500.0,,-0.128,-0.072,STATIC
LeDoulos_V1-0547,47.932,65.744,UNKNOWN,0.0,0.0,-0.003,0.0,0.0,0.0,-0.003,0.0,28604612.0,,-0.092,0.085,STATIC
LeDoulos_V1-0548,56.613,75.838,UNKNOWN,215.636,,-1.119,0.199,215.636,,-1.119,0.199,19133574.0,,0.021,-0.541,STATIC
LeDoulos_V1-0549,55.447,72.515,UNKNOWN,16.133,,-0.243,0.038,108205.016,,6.866,-0.629,166639088.0,,-1.896,0.596,STATIC
LeDoulos_V1-0550,50.666,51.009,UNKNOWN,83.68,,-0.172,0.202,83.961,,-0.125,0.083,211464960.0,,0.172,0.456,STATIC
LeDoulos_V1-0551,57.722,75.914,UNKNOWN,109.025,0.403,0.065,0.038,147.413,44.6,0.118,0.063,136726128.0,,0.298,0.118,STATIC
LeDoulos_V1-0552,46.864,78.097,LONG SHOT,206.071,88.284,4.435,-0.903,10840.71,47212.969,-4.701,0.325,57077592.0,,2.97,0.849,"HANDHELDPAN, TILT"
LeDoulos_V1-0553,46.422,42.73,UNKNOWN,3.05,,0.11,0.066,3.061,,0.016,0.062,46559040.0,,-0.002,-0.026,STATIC
LeDoulos_V1-0554,49.726,93.161,LONG SHOT,154.521,3.23,2.448,-1.187,15012712.0,266726000.0,-16.677,4.153,101529024.0,,3.61,-0.104,STATIC
LeDoulos_V1-0555,52.719,90.755,MEDIUM CLOSE-UP,,,,,,,,,11134173.0,,-0.028,0.424,"HANDHELD, TILT"
LeDoulos_V1-0556,38.452,60.798,MEDIUM CLOSE-UP,166.457,,0.496,-0.917,396.485,,-0.451,0.152,2500693.75,,0.715,0.127,STATIC
LeDoulos_V1-0557,32.062,71.604,LONG SHOT,53.303,38.634,-1.453,-0.828,249.209,584.386,0.22,-0.313,97750432.0,,-1.33,-0.181,"HANDHELDPAN, TILT"
LeDoulos_V1-0558,36.072,79.803,MEDIUM CLOSE-UP,0.001,0.001,-0.0,-0.0,0.001,0.001,-0.0,-0.0,1003459776.0,,-0.038,-3.482,STATIC
LeDoulos_V1-0559,51.451,48.984,LONG SHOT,67.419,7.011,1.994,0.027,68.131,7.136,1.59,-0.082,1436.233,,0.123,0.074,STATIC
LeDoulos_V1-0560,77.463,96.843,UNKNOWN,82.286,,-1.369,-0.988,60.326,,-0.095,-0.194,40640552.0,,-1.07,-0.829,STATIC
LeDoulos_V1-0561,54.748,64.024,LONG SHOT,621.89,,8.505,0.723,12081.917,,-1.28,1.535,11624145.0,,4.343,-0.002,STATIC
LeDoulos_V1-0562,64.622,62.383,UNKNOWN,0.035,0.0,0.0,0.008,0.035,0.0,0.0,0.008,164774.656,,-0.014,0.001,STATIC
LeDoulos_V1-0563,62.783,115.235,LONG SHOT,129.937,,4.391,1.372,644.74,,-0.681,-0.173,34470912.0,,5.772,0.212,STATIC
LeDoulos_V1-0564,68.517,54.241,MEDIUM LONG SHOT,81.854,,0.644,0.329,118.636,,0.083,0.136,458222.375,,-0.196,0.16,STATIC
LeDoulos_V1-0565,74.474,62.092,MEDIUM LONG SHOT,0.258,0.027,0.0,-0.032,0.03,0.07,-0.002,-0.009,110522.648,,-0.001,-0.04,STATIC
LeDoulos_V1-0566,88.998,116.473,MEDIUM LONG SHOT,0.751,0.001,-0.688,0.641,0.771,6.944,0.092,-0.058,117.853,,-0.605,0.615,STATIC
LeDoulos_V1-0567,52.675,33.763,MEDIUM LONG SHOT,0.0,0.0,-0.002,0.0,0.0,0.0,-0.002,0.0,662.198,,0.048,-0.08,STATIC
LeDoulos_V1-0568,,,,,,,,,,,,,,,,
LeDoulos_V1-0569,,,,,,,,,,,,,,,,
LeDoulos_V1-0570,83.181,101.048,MEDIUM LONG SHOT,319.311,,0.68,-0.446,381.766,,0.487,-0.712,1641402.375,,0.304,0.257,STATIC
LeDoulos_V1-0571,68.282,64.842,MEDIUM LONG SHOT,,,,,,,,,63023192.0,,-6.379,2.316,"HANDHELD, PAN, TILT"
LeDoulos_V1-0572,51.552,44.944,MEDIUM LONG SHOT,,,,,,,,,,,,,
LeDoulos_V1-0573,41.726,41.941,MEDIUM LONG SHOT,895.257,,2.013,1.573,966.557,,1.25,2.495,51256052.0,,3.263,2.222,STATIC
LeDoulos_V1-0574,48.531,98.285,MEDIUM LONG SHOT,34.909,,0.24,0.047,31449.682,,-2.035,-0.1,18615862.0,,-0.376,0.037,STATIC
LeDoulos_V1-0575,51.641,104.431,LONG SHOT,39.494,,-0.07,-0.318,54.863,,0.165,-0.464,65813512.0,,-0.633,0.008,STATIC
LeDoulos_V1-0576,38.559,87.383,MEDIUM CLOSE-UP,0.001,0.001,-0.003,-0.003,0.001,0.001,-0.003,-0.003,124242312.0,,0.357,-3.854,STATIC
LeDoulos_V1-0577,75.033,79.872,EXTREME LONG SHOT,6.969,6.969,1.058,0.013,843495.125,843495.125,-33.544,0.038,560013.5,,0.258,0.069,STATIC
LeDoulos_V1-0578,35.048,48.023,LONG SHOT,,,,,,,,,44133744.0,,8.813,-1.385,"HANDHELD, PAN, TILT"
LeDoulos_V1-0579,65.736,43.169,MEDIUM LONG SHOT,259.273,,0.555,0.405,17996.303,,-6.943,5.294,5864958.5,,-1.2,0.082,STATIC
LeDoulos_V1-0580,71.552,63.796,MEDIUM LONG SHOT,87.506,509.898,-2.844,-1.762,96.324,570.659,0.469,-2.307,16.28,,-2.355,0.286,"PAN, TILT"
LeDoulos_V1-0581,,,,,,,,,,,,,,,,
LeDoulos_V1-0582,66.117,108.037,MEDIUM LONG SHOT,103.513,,-1.06,0.33,108.218,,-0.035,0.058,1343507.375,,-0.632,0.224,STATIC
LeDoulos_V1-0583,70.709,74.879,MEDIUM LONG SHOT,82.132,136.642,-7.293,-2.239,94.648,165.733,0.586,0.009,180805.016,,-8.493,-1.504,"PAN, TILT"
LeDoulos_V1-0584,61.934,116.688,MEDIUM LONG SHOT,0.77,1.181,0.175,-0.006,0.818,1.489,0.109,-0.064,258883.016,,0.278,0.052,STATIC
LeDoulos_V1-0585,58.298,90.346,MEDIUM CLOSE-UP,,,,,,,,,46661716.0,,-10.657,-0.279,"HANDHELD, PAN, TILT"
LeDoulos_V1-0586,63.544,91.559,MEDIUM LONG SHOT,2499.833,,2.249,-0.02,5142.389,,0.365,-3.058,16282316.0,,3.568,-1.222,STATIC
LeDoulos_V1-0587,47.932,63.778,MEDIUM LONG SHOT,0.12,,-0.002,-0.002,0.125,,-0.009,0.0,1360995.625,,-0.001,-0.009,STATIC
LeDoulos_V1-0588,65.267,69.555,MEDIUM CLOSE-UP,30.414,,-0.105,-1.171,344.144,,-0.604,0.196,1451534.625,,-0.005,0.044,STATIC
LeDoulos_V1-0589,51.845,71.945,MEDIUM CLOSE-UP,2907.677,1279.476,-15.785,-7.743,50368.266,27293.371,-4.297,-14.819,7869543.0,,-4.357,-1.26,"PAN, TILT"
LeDoulos_V1-0590,52.352,44.476,UNKNOWN,14.292,14.292,-0.099,0.002,71828.805,71828.805,29.796,17.934,8135058.5,,0.065,0.046,
LeDoulos_V1-0591,51.073,75.219,MEDIUM CLOSE-UP,1.474,1.076,0.268,0.39,8.876,15.309,-0.238,-0.011,285392.094,,0.582,0.923,STATIC
LeDoulos_V1-0592,48.118,33.665,UNKNOWN,343.722,,1.878,-0.76,343.722,,1.878,-0.76,3225063.75,,-0.641,-0.405,STATIC
LeDoulos_V1-0593,56.43,64.637,LONG SHOT,8.792,0.088,0.007,-0.018,8.813,1.172,-0.007,0.033,16337.805,,0.022,-0.045,STATIC
LeDoulos_V1-0594,52.678,74.138,MEDIUM CLOSE-UP,2.16,,1.125,-0.425,5.349,,0.214,0.079,1329.076,,1.09,0.286,STATIC
LeDoulos_V1-0595,59.218,59.429,MEDIUM LONG SHOT,71.228,16.336,0.322,-4.014,66.097,78.23,0.321,0.514,215686.125,,0.465,-4.336,"PAN, TILT"
LeDoulos_V1-0596,52.562,67.303,MEDIUM CLOSE-UP,154.727,75.477,2.844,1.461,1029711.125,3565085.0,16.794,-6.724,1333.338,,1.036,0.439,"PAN, TILT"
LeDoulos_V1-0597,45.786,59.643,MEDIUM LONG SHOT,0.966,0.0,0.127,-0.089,7.104,34.498,0.388,0.052,3235.635,,0.091,-0.069,STATIC
LeDoulos_V1-0598,45.64,63.319,MEDIUM CLOSE-UP,251.963,,-0.407,-0.153,353.31,,0.806,0.802,8481300.0,,-0.098,-0.495,STATIC
LeDoulos_V1-0599,45.74,62.731,LONG SHOT,0.001,0.001,-0.003,-0.002,0.001,0.001,-0.003,-0.002,1131944.375,,0.545,-0.052,STATIC
LeDoulos_V1-0600,41.36,55.052,MEDIUM LONG SHOT,14.01,,3.603,-0.636,14.01,,3.603,-0.636,5903279.5,,1.483,-3.176,STATIC
LeDoulos_V1-0601,46.444,63.458,MEDIUM LONG SHOT,0.15,0.0,0.01,0.027,0.202,0.47,0.01,-0.001,5.407,,0.005,0.023,STATIC
LeDoulos_V1-0602,42.711,57.65,MEDIUM LONG SHOT,,,,,,,,,3907320.5,,-1.28,0.709,", PAN, TILT"
LeDoulos_V1-0603,49.885,71.172,UNKNOWN,0.115,0.05,0.007,0.035,0.055,1.189,0.008,-0.003,12559.284,,0.01,0.038,STATIC
LeDoulos_V1-0604,49.02,67.653,MEDIUM CLOSE-UP,,,,,,,,,18946758.0,,0.932,-0.651,"HANDHELD, PAN, TILT"
LeDoulos_V1-0605,51.517,91.029,LONG SHOT,0.081,0.043,0.017,-0.008,0.026,0.092,0.0,0.002,178934.781,,0.008,-0.001,STATIC
LeDoulos_V1-0606,42.363,51.759,MEDIUM LONG SHOT,2.697,,-0.494,0.035,2.042,,-0.059,0.065,3422.402,,-0.545,-0.004,STATIC
LeDoulos_V1-0607,55.03,90.341,UNKNOWN,0.088,0.076,0.016,-0.007,0.016,0.011,0.0,0.0,110188.781,,0.008,-0.01,STATIC
LeDoulos_V1-0608,42.491,61.609,MEDIUM LONG SHOT,65.679,2.839,-0.369,0.031,65.679,2.839,-0.369,0.031,7009951.0,,-1.035,0.783,STATIC
LeDoulos_V1-0609,52.074,69.366,MEDIUM CLOSE-UP,1300.261,,-9.826,-17.822,89852.844,,-16.265,15.36,3907735.25,,-7.382,-21.692,STATIC
LeDoulos_V1-0610,47.433,52.747,CLOSE-UP,121.659,,-0.881,-1.29,94.055,,0.183,0.146,902245.938,,-0.684,-0.764,STATIC
