filename,contrast,exposure,scale,variance,border_variance,average_motion_x,average_motion_y,t_variance,t_border_variance,t_average_motion_x,t_average_motion_y,orb_variance,orb_border_variance,orb_average_motion_x,orb_average_motion_y,movement
 Cleo_V1-0393_detected,62.334,85.249,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0394,83.957,92.049,LONG SHOT,167.434,,22.745,-3.355,270.7,,-3.595,0.256,19233378.0,,25.904,-3.385,STATIC
 Cleo_V1-0394_detected,83.947,91.982,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0395,42.794,29.78,EXTREME LONG SHOT,63.598,,-5.368,-1.586,8374.358,,2.867,1.549,70859240.0,,-2.558,-2.277,STATIC
 Cleo_V1-0395_detected,42.707,29.737,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0396,44.814,58.647,MEDIUM CLOSE-UP,1038.764,,-1.026,-3.524,1038.764,,-1.026,-3.524,1697680.0,,-0.258,0.146,STATIC
 Cleo_V1-0396_detected,45.149,58.933,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0397,78.548,84.389,LONG SHOT,,,,,,,,,134159440.0,,5.804,-5.182,"HANDHELD, PAN, TILT"
 Cleo_V1-0397_detected,78.527,84.326,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0398,44.14,38.632,MEDIUM LONG SHOT,,,,,,,,,73490872.0,,-3.976,0.058,"HANDHELD, PAN"
 Cleo_V1-0398_detected,43.995,38.673,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0399,30.22,22.047,MEDIUM LONG SHOT,,,,,,,,,9066586.0,,-2.765,-1.352,", PAN, TILT"
 Cleo_V1-0399_detected,30.867,22.546,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0400,41.696,36.93,MEDIUM CLOSE-UP,248.933,,-4.67,0.201,633.794,,0.431,0.011,50015492.0,,-18.217,-0.81,STATIC
 Cleo_V1-0400_detected,42.1,37.196,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0401,60.324,50.942,MEDIUM CLOSE-UP,,,,,,,,,466103.594,,-14.679,-2.036,", PAN, TILT"
 Cleo_V1-0401_detected,60.311,50.961,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0402,52.557,37.502,MEDIUM LONG SHOT,27.636,,-0.217,0.201,1156.81,,-0.351,-0.199,9270070.0,,0.189,0.231,STATIC
 Cleo_V1-0402_detected,52.805,37.705,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0403,49.721,52.423,LONG SHOT,39.557,,-0.009,0.011,368.995,,0.024,0.098,5399812.0,,-0.003,0.026,STATIC
 Cleo_V1-0403_detected,49.853,52.555,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0404,62.384,72.485,MEDIUM CLOSE-UP,0.566,0.0,0.017,-0.01,0.566,0.0,0.017,-0.01,10718006.0,,0.058,-0.024,STATIC
 Cleo_V1-0404_detected,62.512,72.682,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0405,,,,,,,,,,,,,,,,
 Cleo_V1-0406,34.533,45.506,CLOSE-UP,691.25,691.25,2.752,-0.442,691.25,691.25,2.752,-0.442,3459236.75,,1.034,0.079,"PAN, TILT"
 Cleo_V1-0406_detected,34.902,45.748,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0407,61.881,70.193,MEDIUM CLOSE-UP,0.0,0.0,-0.002,0.001,0.0,0.0,-0.002,0.001,22927780.0,,-0.868,0.532,STATIC
 Cleo_V1-0407_detected,62.006,70.436,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0408,48.776,51.188,LONG SHOT,0.249,0.216,0.031,-0.005,0.075,0.087,-0.003,-0.0,1246686.875,,0.029,-0.055,STATIC
 Cleo_V1-0408_detected,49.007,51.436,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0409,79.145,101.583,MEDIUM LONG SHOT,,,,,,,,,40223532.0,,-6.366,-0.086,"HANDHELD, PAN"
 Cleo_V1-0409_detected,79.155,101.762,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0410,45.553,42.127,MEDIUM LONG SHOT,0.629,0.146,0.005,0.003,0.527,0.024,0.002,0.005,1257988.25,,-0.003,0.003,STATIC
 Cleo_V1-0410_detected,45.741,42.268,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0411,65.371,58.76,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0411_detected,65.328,58.702,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0412,54.139,62.959,MEDIUM LONG SHOT,,,,,,,,,2049900.125,,1.973,-0.171,", PAN"
 Cleo_V1-0412_detected,54.315,63.158,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0413,57.064,66.562,LONG SHOT,1596.521,126.984,3.995,-0.972,16484.016,48290.699,1.912,1.396,6298927.5,,-0.16,0.105,"PAN, TILT"
 Cleo_V1-0413_detected,56.92,66.631,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0414,38.863,37.35,MEDIUM LONG SHOT,157.411,,-0.939,-0.16,168.242,,0.151,0.011,62898500.0,,-2.308,-0.402,STATIC
 Cleo_V1-0414_detected,39.293,37.63,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0415,,,,,,,,,,,,,,,,
 Cleo_V1-0416,47.283,54.454,LONG SHOT,,,,,,,,,59142292.0,,1.729,0.774,"HANDHELD, PAN, TILT"
 Cleo_V1-0416_detected,47.216,54.41,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0417,,,,,,,,,,,,,,,,
 Cleo_V1-0418,43.897,48.197,UNKNOWN,2082.344,,-29.686,35.146,2082.344,,-29.686,35.146,7447923712.0,,-41.8,-10.993,STATIC
 Cleo_V1-0419,,,,,,,,,,,,,,,,
 Cleo_V1-0420,,,,,,,,,,,,,,,,
 Cleo_V1-0421,,,,,,,,,,,,,,,,
 Cleo_V1-0422,,,,,,,,,,,,,,,,
 Cleo_V1-0423,,,,,,,,,,,,,,,,
 Cleo_V1-0424,,,,,,,,,,,,,,,,
 Cleo_V1-0425,52.771,53.517,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0426,24.883,20.804,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0426_detected,24.653,20.76,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0427,,,,,,,,,,,,,,,,
 Cleo_V1-0428,33.281,41.534,EXTREME CLOSE-UP,,,,,,,,,4093352960.0,,-45.098,-0.65,"HANDHELD, PAN, TILT"
 Cleo_V1-0428_detected,33.28,41.853,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0429,,,,,,,,,,,,,,,,
 Cleo_V1-0430,40.601,50.137,LONG SHOT,,,,,,,,,20193318.0,,-0.442,-1.058,"HANDHELD, PAN, TILT"
 Cleo_V1-0430_detected,40.647,50.398,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0431,74.0,62.714,MEDIUM LONG SHOT,,,,,,,,,86624.906,,2.25,3.448,", PAN, TILT"
 Cleo_V1-0431_detected,74.079,62.872,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0432,45.128,41.906,MEDIUM LONG SHOT,,,,,,,,,24548036.0,,0.129,0.303,"HANDHELD, TILT"
 Cleo_V1-0432_detected,45.462,42.218,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0433,57.455,45.021,MEDIUM LONG SHOT,7.409,,-0.02,0.031,7.409,,-0.02,0.031,121670744.0,,7.63,-0.084,STATIC
 Cleo_V1-0433_detected,57.12,44.951,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0434,40.084,53.549,MEDIUM CLOSE-UP,,,,,,,,,593892416.0,,-2.749,4.051,"HANDHELD, PAN, TILT"
 Cleo_V1-0434_detected,40.453,53.898,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0435,31.643,32.452,LONG SHOT,7.551,,-0.04,-0.044,7.551,,-0.04,-0.044,164610128.0,,7.875,-0.34,STATIC
 Cleo_V1-0435_detected,31.781,32.682,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0436,74.373,92.684,LONG SHOT,,,,,,,,,217527328.0,,-0.809,1.63,"HANDHELD, PAN, TILT"
 Cleo_V1-0436_detected,74.301,92.692,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0437,44.778,45.348,MEDIUM CLOSE-UP,124.163,,9.989,-1.119,179.614,,-0.016,-0.625,92287592.0,,13.104,-0.847,STATIC
 Cleo_V1-0437_detected,45.112,45.589,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0438,,,,,,,,,,,,,,,,
 Cleo_V1-0439,39.77,45.712,MEDIUM CLOSE-UP,1733.954,,3.607,1.671,1817.617,,2.327,2.386,422623296.0,,14.687,0.279,STATIC
 Cleo_V1-0439_detected,40.124,46.023,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0440,62.064,53.31,MEDIUM LONG SHOT,338.632,,0.232,0.062,1374.669,,-1.37,0.551,16643218.0,,-0.829,0.062,STATIC
 Cleo_V1-0440_detected,62.185,53.437,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0441,40.299,45.339,CLOSE-UP,,,,,,,,,536249216.0,,-6.29,3.76,"HANDHELD, PAN, TILT"
 Cleo_V1-0441_detected,40.706,45.727,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0442,42.843,53.188,CLOSE-UP,,,,,,,,,1401960192.0,,43.56,-0.39,"HANDHELD, PAN, TILT"
 Cleo_V1-0442_detected,43.305,53.596,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0443,51.111,69.97,EXTREME LONG SHOT,4.307,1.906,0.138,0.003,4.322,3.108,0.075,-0.008,9608119.0,,0.128,-0.007,STATIC
 Cleo_V1-0443_detected,51.024,70.052,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0444,,,,,,,,,,,,,,,,
 Cleo_V1-0445,30.294,45.512,MEDIUM LONG SHOT,,,,,,,,,17591304.0,,2.878,0.15,"HANDHELD, PAN"
 Cleo_V1-0445_detected,30.722,45.752,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0446,29.214,34.438,LONG SHOT,74.078,,-0.967,0.571,74.078,,-0.967,0.571,4110999.0,,7.985,0.048,STATIC
 Cleo_V1-0446_detected,29.059,34.376,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0447,53.695,57.243,MEDIUM LONG SHOT,,,,,,,,,47406364.0,,-10.348,1.871,"HANDHELD, PAN, TILT"
 Cleo_V1-0447_detected,53.692,57.514,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0448,,,,,,,,,,,,,,,,
 Cleo_V1-0449,48.653,56.217,MEDIUM LONG SHOT,,,,,,,,,14496179.0,,0.589,-0.146,"HANDHELD, PAN"
 Cleo_V1-0449_detected,48.636,56.381,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0450,38.817,50.698,MEDIUM CLOSE-UP,69.304,,-0.203,1.177,138.235,,-0.156,-0.034,10066951.0,,0.596,1.026,STATIC
 Cleo_V1-0450_detected,39.253,51.04,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0451,,,,,,,,,,,,,,,,
 Cleo_V1-0452,34.371,52.117,LONG SHOT,,,,,,,,,2308845.0,,-6.261,-0.632,", PAN, TILT"
 Cleo_V1-0452_detected,34.614,52.281,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0453,40.491,52.558,MEDIUM LONG SHOT,,,,,,,,,22903662.0,,-1.684,0.098,"HANDHELD, PAN"
 Cleo_V1-0453_detected,40.699,52.691,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0454,49.883,46.714,EXTREME LONG SHOT,0.155,,-0.002,0.007,0.023,,0.0,0.0,1991802.25,,0.022,-0.0,STATIC
 Cleo_V1-0454_detected,49.704,46.603,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0455,38.985,41.345,MEDIUM CLOSE-UP,0.07,0.07,-0.009,-0.008,0.07,0.07,-0.009,-0.008,7639.64,,0.015,-0.006,STATIC
 Cleo_V1-0455_detected,39.312,41.524,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0456,51.171,50.391,LONG SHOT,28.383,,0.048,-0.143,430.023,,0.755,0.088,6127133.0,,-0.094,-0.069,STATIC
 Cleo_V1-0456_detected,51.198,50.404,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0457,,,,,,,,,,,,,,,,
 Cleo_V1-0458,38.019,51.828,CLOSE-UP,73.381,0.194,-0.148,0.046,95.992,146.122,0.05,0.061,1782367.5,,-0.027,0.012,STATIC
 Cleo_V1-0458_detected,38.578,52.274,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0459,45.74,45.314,MEDIUM LONG SHOT,68.967,,-0.531,0.047,65.828,,-0.4,0.022,4821380.0,,-0.072,0.033,STATIC
 Cleo_V1-0459_detected,46.006,45.533,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0460,36.382,52.099,EXTREME LONG SHOT,11.747,,0.423,0.318,12.114,,-0.114,-0.029,3275551.5,,1.018,0.833,STATIC
 Cleo_V1-0460_detected,36.659,52.281,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0461,35.807,45.128,MEDIUM CLOSE-UP,26.859,,0.151,0.679,298.154,,-0.132,0.088,8422812.0,,0.08,0.431,STATIC
 Cleo_V1-0461_detected,36.134,45.407,MEDIUM CLOSE-UP,,,,,,,,,,,,,
DragonInn_V1-0001,58.495,86.608,EXTREME LONG SHOT,2.824,,-0.701,0.086,14.693,,0.091,0.094,4289290.0,,-1.035,-0.092,STATIC
DragonInn_V1-0002,68.686,110.398,UNKNOWN,30.232,,-1.19,-5.611,30.232,,-1.19,-5.611,1060537.75,,-1.299,-7.009,STATIC
DragonInn_V1-0003,74.64,97.215,MEDIUM LONG SHOT,2001.202,,-21.097,-11.168,8209.619,,10.645,3.659,54137796.0,,-21.275,-8.492,STATIC
DragonInn_V1-0004,77.97,105.9,MEDIUM LONG SHOT,809.399,,-24.641,-2.898,989.79,,-10.634,-0.063,12591996.0,,-7.29,-0.504,STATIC
DragonInn_V1-0006,68.261,77.89,MEDIUM CLOSE-UP,24.724,,-0.268,0.209,24.724,,-0.268,0.209,47759548.0,,0.253,0.83,STATIC
DragonInn_V1-0007,73.784,114.296,MEDIUM CLOSE-UP,82.527,,0.175,-0.255,215.223,,1.104,-0.071,2414419.25,,0.174,0.112,STATIC
DragonInn_V1-0008,77.775,104.43,MEDIUM LONG SHOT,100.943,,-0.495,-0.582,135.521,,-0.101,-0.34,31932234.0,,0.018,-0.32,STATIC
DragonInn_V1-0010,72.219,99.885,EXTREME LONG SHOT,37.668,,0.588,0.192,37.668,,0.588,0.192,5823570.0,,1.015,0.097,STATIC
DragonInn_V1-0011,75.769,78.432,LONG SHOT,11.797,,-0.33,0.163,11.797,,-0.33,0.163,1504273.75,,-0.316,0.193,STATIC
DragonInn_V1-0012,78.177,110.355,LONG SHOT,6.308,,0.77,-0.019,5.669,,0.456,-0.013,158076.922,,0.066,0.003,STATIC
DragonInn_V1-0014,70.215,96.588,MEDIUM LONG SHOT,274.43,,-1.249,0.815,276.705,,-1.229,0.877,10953508.0,,-0.012,0.014,STATIC
DragonInn_V1-0016,66.12,96.918,UNKNOWN,1419.135,,-6.758,-5.604,7201.304,,13.033,2.503,50852768.0,,-22.697,-7.474,STATIC
DragonInn_V1-0018,60.008,81.066,LONG SHOT,1204.229,,3.092,0.071,2331214.25,,33.942,10.804,59472460.0,,-13.997,-5.107,STATIC
DragonInn_V1-0019,64.039,101.103,MEDIUM CLOSE-UP,39.244,,1.09,-0.594,29.781,,-0.15,0.094,348342.812,,0.971,-0.605,STATIC
DragonInn_V1-0020,67.012,101.076,UNKNOWN,,,,,,,,,,,,,
DragonInn_V1-0023,52.24,54.738,MEDIUM CLOSE-UP,,,,,,,,,,,,,
DragonInn_V1-0024,65.718,88.615,LONG SHOT,657.493,,-0.51,-0.59,98670.414,,-8.421,27.068,68771560.0,,3.901,-4.716,STATIC
DragonInn_V1-0025,65.092,96.165,LONG SHOT,,,,,,,,,2313769728.0,,10.856,3.864,"HANDHELD, PAN, TILT"
DragonInn_V1-0026,65.063,91.113,LONG SHOT,1378.388,,-4.535,2.303,1589.223,,-0.862,-1.367,8518335.0,,-1.829,3.758,STATIC
DragonInn_V1-0028,64.541,106.747,EXTREME LONG SHOT,261.911,,-9.282,-0.862,318.24,,2.501,-0.416,600325.938,,-8.399,-0.677,STATIC
DragonInn_V1-0029,70.559,102.125,LONG SHOT,,,,,,,,,35952552.0,,-9.698,-1.01,"HANDHELD, PAN, TILT"
DragonInn_V1-0030,83.511,119.241,EXTREME LONG SHOT,26.418,,-7.957,-1.37,14.401,,0.366,0.046,338178.875,,-8.302,-1.291,STATIC
DragonInn_V1-0031,69.53,86.132,EXTREME LONG SHOT,,,,,,,,,19397550.0,,0.709,0.084,"HANDHELD, PAN"
DragonInn_V1-0032,45.204,39.137,CLOSE-UP,2831.619,,2.293,-0.543,157420.922,,25.671,5.854,145933072.0,,0.496,-0.597,STATIC
DragonInn_V1-0033,86.281,87.149,LONG SHOT,57.478,4.621,-0.519,-0.515,60.666,14.132,-0.344,-0.161,7514057.5,,-0.513,-0.577,STATIC
DragonInn_V1-0034,72.848,95.203,MEDIUM LONG SHOT,3723.833,,-2.733,1.644,18646022.0,,89.174,43.895,10512726.0,,0.136,-0.105,STATIC
DragonInn_V1-0035,92.983,120.381,MEDIUM CLOSE-UP,1178.863,,-3.289,0.08,1191.497,,-3.101,0.209,2372527.5,,-0.503,-0.243,STATIC
DragonInn_V1-0036,59.764,56.278,EXTREME LONG SHOT,,,,,,,,,1108140.375,,-1.309,-4.425,", PAN, TILT"
DragonInn_V1-0037,85.105,111.995,EXTREME LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0040,37.34,37.009,UNKNOWN,,,,,,,,,11000280.0,,-0.093,1.963,"HANDHELD, TILT"
DragonInn_V1-0043,33.956,33.757,LONG SHOT,133.0,,-1.348,1.587,776.316,,0.224,-0.243,593982.688,,-0.308,0.148,STATIC
DragonInn_V1-0045,59.183,63.22,MEDIUM CLOSE-UP,640.825,,-1.754,0.509,703.644,,-1.15,-0.003,5692805.0,,-0.288,0.321,STATIC
DragonInn_V1-0047,60.385,80.036,LONG SHOT,67.458,,4.182,-0.033,81.027,,0.931,0.06,10021693.0,,4.113,-0.023,STATIC
DragonInn_V1-0048,57.162,73.433,MEDIUM CLOSE-UP,3615.389,,14.893,-3.743,3615.389,,14.893,-3.743,221198384.0,,8.361,-5.823,STATIC
DragonInn_V1-0050,62.294,80.229,LONG SHOT,27.318,,0.115,0.053,27.257,,0.117,0.032,4186884.5,,-0.052,0.006,STATIC
DragonInn_V1-0051,87.791,112.115,LONG SHOT,5.182,,-2.183,0.441,4.18,,-0.141,0.04,1326681.875,,-1.377,0.33,STATIC
DragonInn_V1-0052,76.884,95.257,EXTREME LONG SHOT,15.592,0.016,-0.346,0.102,15.276,0.018,-0.376,0.041,36464176.0,,-0.172,0.002,STATIC
DragonInn_V1-0055,60.179,44.718,MEDIUM CLOSE-UP,21.235,,0.338,0.252,29.18,,0.187,-0.017,10198441.0,,-0.072,0.022,STATIC
DragonInn_V1-0057,34.526,29.044,MEDIUM CLOSE-UP,3.295,,0.198,-0.007,3.295,,0.198,-0.007,3831885.75,,0.051,-0.051,STATIC
DragonInn_V1-0058,38.23,28.5,MEDIUM CLOSE-UP,4.381,,0.482,0.148,4.908,,0.072,0.185,1.857,,0.391,0.167,STATIC
DragonInn_V1-0061,39.148,24.596,MEDIUM CLOSE-UP,0.821,,-0.059,-0.026,1.275,,0.048,0.012,48.479,,0.003,0.001,STATIC
DragonInn_V1-0063,33.21,33.186,UNKNOWN,93.679,,-0.644,-0.003,76.415,,-0.419,-0.018,2241.857,,-0.119,0.276,STATIC
DragonInn_V1-0064,37.21,24.162,MEDIUM CLOSE-UP,0.25,,-0.086,0.013,0.211,,-0.028,-0.0,0.789,,-0.08,0.02,STATIC
DragonInn_V1-0065,35.4,32.89,MEDIUM CLOSE-UP,,,,,,,,,,,,,
DragonInn_V1-0066,37.085,24.031,MEDIUM CLOSE-UP,1349.861,,1.274,-2.479,1546.302,,2.741,-1.532,14222283.0,,-0.428,-0.111,STATIC
DragonInn_V1-0068,25.72,24.034,MEDIUM LONG SHOT,,,,,,,,,1042891.562,,-0.615,0.145,", PAN"
DragonInn_V1-0069,34.381,24.297,MEDIUM LONG SHOT,199.925,,0.338,0.059,2765.139,,1.239,-0.755,8168588.5,,0.249,-0.021,STATIC
DragonInn_V1-0070,30.329,26.98,LONG SHOT,7.085,,-0.148,-0.166,7.102,,-0.129,-0.119,1716.467,,0.113,-0.051,STATIC
DragonInn_V1-0071,38.291,34.165,MEDIUM CLOSE-UP,,,,,,,,,213190224.0,,0.439,0.531,"HANDHELD, PAN, TILT"
DragonInn_V1-0073,38.472,37.414,MEDIUM LONG SHOT,159.353,,2.145,0.938,140.402,,-0.815,-0.556,20953730.0,,5.31,0.324,STATIC
DragonInn_V1-0074,32.217,28.005,MEDIUM LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0075,33.423,26.685,MEDIUM CLOSE-UP,0.273,,0.194,-0.263,0.356,,-0.062,0.021,4976.679,,0.232,-0.736,STATIC
DragonInn_V1-0076,33.943,33.949,MEDIUM CLOSE-UP,,,,,,,,,,,,,
DragonInn_V1-0077,34.734,32.218,CLOSE-UP,366.636,,-0.961,-0.135,366.636,,-0.961,-0.135,194842.5,,-0.283,-0.504,STATIC
DragonInn_V1-0078,34.202,34.452,CLOSE-UP,14.826,,-0.957,-0.635,14.826,,-0.957,-0.635,143991.594,,-1.019,-0.629,STATIC
DragonInn_V1-0079,35.257,32.062,CLOSE-UP,373.228,,-3.181,1.596,373.228,,-3.181,1.596,497380.031,,-2.875,0.29,STATIC
DragonInn_V1-0080,32.538,26.725,LONG SHOT,,,,,,,,,10374750.0,,-0.805,-0.144,"HANDHELD, PAN"
DragonInn_V1-0081,35.144,21.821,MEDIUM CLOSE-UP,,,,,,,,,,,,,
DragonInn_V1-0082,32.58,28.443,MEDIUM CLOSE-UP,,,,,,,,,6399390.0,,0.041,-0.086,
DragonInn_V1-0084,51.356,33.695,MEDIUM CLOSE-UP,13.116,,-0.221,0.292,13.116,,-0.221,0.292,432234.938,,-0.476,0.309,STATIC
DragonInn_V1-0085,36.514,30.83,MEDIUM CLOSE-UP,794.716,,1.224,-0.103,1740.457,,-0.415,-0.937,4606410.0,,0.498,0.253,STATIC
DragonInn_V1-0086,26.97,25.753,EXTREME LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0087,35.534,26.228,MEDIUM LONG SHOT,,,,,,,,,62194360.0,,-0.174,-0.093,HANDHELD
DragonInn_V1-0089,37.403,28.62,MEDIUM LONG SHOT,641.989,,-1.026,-0.723,640.556,,-0.795,-0.599,5726195.5,,-0.167,0.006,STATIC
DragonInn_V1-0090,23.177,25.552,LONG SHOT,,,,,,,,,14410433.0,,1.536,1.793,"HANDHELD, PAN, TILT"
DragonInn_V1-0091,35.197,23.937,MEDIUM CLOSE-UP,25.493,,-0.412,-0.101,25.493,,-0.412,-0.101,1167.11,,-0.469,-0.06,STATIC
DragonInn_V1-0092,56.846,54.664,MEDIUM LONG SHOT,16.442,,-1.089,-0.01,16.442,,-1.089,-0.01,3870344.75,,-0.473,-0.343,STATIC
DragonInn_V1-0098,45.385,33.508,MEDIUM CLOSE-UP,194.768,,-0.371,-3.268,332.879,,1.409,0.674,299704.094,,-0.56,-1.685,STATIC
DragonInn_V1-0100,50.206,42.823,MEDIUM LONG SHOT,88.645,,-0.435,0.218,90.444,,-0.202,0.369,73375.578,,-0.142,-0.081,STATIC
DragonInn_V1-0101,44.531,54.095,UNKNOWN,0.015,,-0.05,-0.09,0.004,,0.0,-0.0,0.326,,-0.023,-0.04,STATIC
DragonInn_V1-0102,68.931,81.509,LONG SHOT,69.369,,0.279,-0.244,73.769,,-0.223,0.158,1173880.125,,0.281,-0.223,STATIC
DragonInn_V1-0103,66.557,94.864,LONG SHOT,54.26,,-1.492,0.607,54.26,,-1.492,0.607,17814114.0,,-1.777,0.117,STATIC
DragonInn_V1-0104,66.332,99.552,MEDIUM LONG SHOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4487690.0,,0.037,-0.482,STATIC
DragonInn_V1-0105,54.151,68.122,UNKNOWN,1597.624,,-1.87,-0.444,77992.625,,-7.854,-0.921,594341952.0,,-6.916,0.699,STATIC
DragonInn_V1-0106,69.58,93.432,MEDIUM CLOSE-UP,469.945,,-1.804,0.67,1697295.5,,13.782,-1.537,752711360.0,,0.837,-0.724,STATIC
DragonInn_V1-0107,48.864,68.633,MEDIUM CLOSE-UP,,,,,,,,,27028304.0,,0.472,0.319,"HANDHELD, PAN, TILT"
DragonInn_V1-0108,65.244,89.52,MEDIUM CLOSE-UP,1240.006,,-1.878,0.513,2294.191,,2.292,-1.047,409424000.0,,-2.567,0.41,STATIC
DragonInn_V1-0109,35.944,26.571,MEDIUM LONG SHOT,,,,,,,,,12069555.0,,-4.131,-0.995,"HANDHELD, PAN, TILT"
DragonInn_V1-0110,56.059,49.1,MEDIUM LONG SHOT,,,,,,,,,4902980.5,,-0.769,0.554,", PAN, TILT"
DragonInn_V1-0111,59.356,56.797,MEDIUM LONG SHOT,39.548,,-0.229,0.014,40.972,,-0.137,0.014,10.381,,-0.185,0.009,STATIC
DragonInn_V1-0112,62.366,71.643,LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0113,67.579,86.322,MEDIUM LONG SHOT,830.193,,-2.043,0.402,2048.927,,3.411,-0.232,3697537.0,,0.078,-0.048,STATIC
DragonInn_V1-0114,61.679,82.257,LONG SHOT,,,,,,,,,168405792.0,,-4.395,-0.135,"HANDHELD, PAN"
DragonInn_V1-0115,72.326,93.809,LONG SHOT,,,,,,,,,1327362944.0,,-28.154,-4.036,"HANDHELD, PAN, TILT"
DragonInn_V1-0116,60.921,81.448,LONG SHOT,2442.761,,1.371,4.225,104946832.0,,343.913,-404.778,76424064.0,,2.204,-2.624,STATIC
DragonInn_V1-0117,66.798,94.559,MEDIUM LONG SHOT,18.971,,-3.088,0.578,18.971,,-3.088,0.578,7084690.5,,-2.001,0.294,STATIC
DragonInn_V1-0118,56.356,79.272,MEDIUM CLOSE-UP,31.581,,-1.727,0.169,1032.111,,2.157,1.958,2825.436,,-0.884,0.322,STATIC
DragonInn_V1-0119,65.903,85.838,MEDIUM LONG SHOT,,,,,,,,,299674112.0,,0.811,1.509,"HANDHELD, PAN, TILT"
DragonInn_V1-0120,57.974,66.06,MEDIUM LONG SHOT,,,,,,,,,44412240.0,,-0.54,-0.347,"HANDHELD, PAN, TILT"
DragonInn_V1-0122,31.316,26.986,LONG SHOT,,,,,,,,,7203057.0,,-0.045,-0.002,
DragonInn_V1-0123,36.138,34.042,LONG SHOT,428.913,,-0.186,0.077,1529.454,,-0.111,0.039,11163033.0,,0.028,-0.024,STATIC
DragonInn_V1-0124,43.187,43.419,MEDIUM LONG SHOT,3.401,,-0.043,0.031,3.37,,0.014,0.026,844537.375,,-0.047,0.012,STATIC
DragonInn_V1-0125,35.616,29.48,LONG SHOT,,,,,,,,,5343501.0,,-15.424,-0.39,", PAN, TILT"
